x>0 	 Erf(x) 	 erf(x/sqrt2) 		 math.py 	 sci.py 	 m.py-sci.py-
-1.26  0.10383468112130 -0.79233063775740 	 -2.2e-16 	 -2.2e-16 	 0.0e+00
-1.24  0.10748769707459 -0.78502460585083 	 -2.2e-16 	 -2.2e-16 	 0.0e+00
-1.22  0.11123243744783 -0.77753512510433 	 0.0e+00 	 0.0e+00 	 0.0e+00
-1.20  0.11506967022171 -0.76986065955658 	 -2.2e-16 	 -1.1e-16 	 1.1e-16
-1.18  0.11900010745520 -0.76199978508960 	 0.0e+00 	 0.0e+00 	 0.0e+00
-1.16  0.12302440305134 -0.75395119389731 	 -1.1e-16 	 -3.3e-16 	 -2.2e-16
-1.14  0.12714315056280 -0.74571369887440 	 0.0e+00 	 -1.1e-16 	 -1.1e-16
-1.12  0.13135688104273 -0.73728623791454 	 -3.3e-16 	 -3.3e-16 	 0.0e+00
-1.10  0.13566606094638 -0.72866787810723 	 -2.2e-16 	 -2.2e-16 	 0.0e+00
-1.08  0.14007109008877 -0.71985781982246 	 -2.2e-16 	 -2.2e-16 	 0.0e+00
-1.06  0.14457229966391 -0.71085540067218 	 0.0e+00 	 0.0e+00 	 0.0e+00
-1.04  0.14916995033098 -0.70166009933804 	 -1.1e-16 	 -2.2e-16 	 -1.1e-16
-1.02  0.15386423037273 -0.69227153925453 	 -2.2e-16 	 -1.1e-16 	 1.1e-16
-1.00  0.15865525393146 -0.68268949213709 	 -3.3e-16 	 -2.2e-16 	 1.1e-16
-0.98  0.16354305932769 -0.67291388134462 	 0.0e+00 	 -1.1e-16 	 -1.1e-16
-0.96  0.16852760746684 -0.66294478506632 	 0.0e+00 	 -1.1e-16 	 -1.1e-16
-0.94  0.17360878033862 -0.65278243932275 	 0.0e+00 	 0.0e+00 	 0.0e+00
-0.92  0.17878637961437 -0.64242724077126 	 -2.2e-16 	 -2.2e-16 	 0.0e+00
-0.90  0.18406012534676 -0.63187974930648 	 1.1e-16 	 0.0e+00 	 -1.1e-16
-0.88  0.18942965477671 -0.62114069044658 	 0.0e+00 	 0.0e+00 	 0.0e+00
-0.86  0.19489452125181 -0.61021095749638 	 -1.1e-16 	 -2.2e-16 	 -1.1e-16
-0.84  0.20045419326045 -0.59909161347910 	 -1.1e-16 	 -1.1e-16 	 0.0e+00
-0.82  0.20610805358581 -0.58778389282837 	 0.0e+00 	 1.1e-16 	 1.1e-16
-0.80  0.21185539858340 -0.57628920283321 	 -2.2e-16 	 -2.2e-16 	 0.0e+00
-0.78  0.21769543758573 -0.56460912482853 	 0.0e+00 	 0.0e+00 	 0.0e+00
-0.76  0.22362729243760 -0.55274541512480 	 0.0e+00 	 1.1e-16 	 1.1e-16
-0.74  0.22964999716479 -0.54070000567042 	 -3.3e-16 	 -2.2e-16 	 1.1e-16
-0.72  0.23576249777925 -0.52847500444150 	 1.1e-16 	 0.0e+00 	 -1.1e-16
-0.70  0.24196365222307 -0.51607269555385 	 0.0e+00 	 0.0e+00 	 0.0e+00
-0.68  0.24825223045357 -0.50349553909286 	 -1.1e-16 	 -1.1e-16 	 0.0e+00
-0.66  0.25462691467134 -0.49074617065733 	 0.0e+00 	 -5.6e-17 	 -5.6e-17
-0.64  0.26108629969286 -0.47782740061428 	 -5.6e-17 	 -1.7e-16 	 -1.1e-16
-0.62  0.26762889346898 -0.46474221306203 	 -2.2e-16 	 -1.1e-16 	 1.1e-16
-0.60  0.27425311775007 -0.45149376449985 	 -1.1e-16 	 -5.6e-17 	 5.6e-17
-0.58  0.28095730889856 -0.43808538220287 	 1.1e-16 	 1.1e-16 	 0.0e+00
-0.56  0.28773971884903 -0.42452056230195 	 0.0e+00 	 5.6e-17 	 5.6e-17
-0.54  0.29459851621570 -0.41080296756860 	 -1.1e-16 	 -1.1e-16 	 0.0e+00
-0.52  0.30153178754697 -0.39693642490607 	 0.0e+00 	 -5.6e-17 	 -5.6e-17
-0.50  0.30853753872599 -0.38292492254803 	 -1.1e-16 	 -1.1e-16 	 0.0e+00
-0.48  0.31561369651622 -0.36877260696755 	 -5.6e-17 	 0.0e+00 	 5.6e-17
-0.46  0.32275811025035 -0.35448377949930 	 -1.1e-16 	 -1.7e-16 	 -5.6e-17
-0.44  0.32996855366059 -0.34006289267881 	 -5.6e-17 	 0.0e+00 	 5.6e-17
-0.42  0.33724272684825 -0.32551454630350 	 -5.6e-17 	 0.0e+00 	 5.6e-17
-0.40  0.34457825838968 -0.31084348322065 	 -5.6e-17 	 0.0e+00 	 5.6e-17
-0.38  0.35197270757584 -0.29605458484833 	 -5.6e-17 	 -5.6e-17 	 0.0e+00
-0.36  0.35942356678201 -0.28115286643598 	 -1.7e-16 	 -1.1e-16 	 5.6e-17
-0.34  0.36692826396397 -0.26614347207206 	 0.0e+00 	 0.0e+00 	 0.0e+00
-0.32  0.37448416527668 -0.25103166944664 	 -5.6e-17 	 -1.1e-16 	 -5.6e-17
-0.30  0.38208857781105 -0.23582284437791 	 -1.1e-16 	 -1.4e-16 	 -2.8e-17
-0.28  0.38973875244420 -0.22052249511159 	 -5.6e-17 	 -8.3e-17 	 -2.8e-17
-0.26  0.39743188679824 -0.20513622640352 	 -5.6e-17 	 -5.6e-17 	 0.0e+00
-0.24  0.40516512830220 -0.18966974339559 	 5.6e-17 	 5.6e-17 	 0.0e+00
-0.22  0.41293557735179 -0.17412884529643 	 8.3e-17 	 5.6e-17 	 -2.8e-17
-0.20  0.42074029056090 -0.15851941887821 	 8.3e-17 	 8.3e-17 	 0.0e+00
-0.18  0.42857628409910 -0.14284743180180 	 8.3e-17 	 8.3e-17 	 0.0e+00
-0.16  0.43644053710857 -0.12711892578287 	 -1.1e-16 	 -1.1e-16 	 0.0e+00
-0.14  0.44432999519409 -0.11134000961181 	 -4.2e-17 	 -5.6e-17 	 -1.4e-17
-0.12  0.45224157397942 -0.09551685204117 	 -6.9e-17 	 -1.1e-16 	 -4.2e-17
-0.10  0.46017216272297 -0.07965567455406 	 -1.4e-17 	 -1.4e-17 	 0.0e+00
-0.08  0.46811862798601 -0.06376274402797 	 -1.4e-16 	 -1.4e-16 	 0.0e+00
